clase,forma_sombrero,color_sombrero,magulladuras,olor,espaciado_laminas,tamano_laminas,color_laminas,forma_tallo,raiz_tallo,superficie_tallo_arriba_anillo,superficie_tallo_abajo_anillo,color_tallo_arriba_anillo,color_tallo_abajo_anillo,tipo_anillo,color_esporas,poblacion,habitat
e,f,n,f,n,w,b,h,t,e,s,s,w,w,e,k,s,g
e,x,n,f,n,w,b,h,t,e,s,f,w,w,e,k,s,g
p,x,w,t,p,c,n,p,e,e,s,s,w,w,p,k,v,u
e,f,n,t,n,c,b,p,t,b,s,s,p,g,p,n,y,d
e,x,w,t,l,c,b,k,e,c,s,s,w,w,p,n,n,g
e,f,g,f,n,w,b,n,t,e,f,s,w,w,e,k,s,g
e,x,e,t,n,c,b,n,t,b,s,s,w,g,p,n,v,d
e,f,w,f,n,w,b,n,t,e,s,s,w,w,e,k,s,g
e,x,g,f,n,w,b,p,t,e,f,s,w,w,e,n,a,g
e,x,n,t,n,c,b,n,t,b,s,s,w,p,p,k,v,d
e,x,g,t,n,c,b,w,t,b,s,s,w,g,p,n,y,d
e,x,g,t,n,c,b,u,t,b,s,s,g,w,p,k,v,d
e,f,w,f,n,w,b,n,t,e,f,s,w,w,e,n,a,g
e,x,g,t,n,c,b,u,t,b,s,s,p,w,p,k,v,d
e,x,n,t,n,c,b,u,t,b,s,s,g,g,p,n,v,d
e,x,e,t,n,c,b,w,t,b,s,s,g,w,p,n,v,d
e,x,n,t,n,c,b,w,t,b,s,s,p,g,p,n,y,d
e,f,w,f,n,w,b,h,t,e,f,f,w,w,e,n,s,g
e,x,n,t,n,c,b,p,t,b,s,s,p,w,p,k,y,d
e,x,g,f,n,w,b,n,t,e,s,f,w,w,e,k,s,g
e,x,g,f,n,w,b,h,t,e,f,s,w,w,e,k,a,g
e,f,w,f,n,w,b,p,t,e,s,s,w,w,e,n,a,g
e,x,g,t,n,c,b,p,t,b,s,s,w,p,p,k,v,d
p,f,n,t,p,c,n,k,e,e,s,s,w,w,p,n,s,u
e,x,e,t,n,c,b,p,t,b,s,s,p,g,p,k,v,d
e,f,w,f,n,w,b,p,t,e,s,f,w,w,e,k,s,g
e,f,g,f,n,w,b,h,t,e,f,s,w,w,e,n,a,g
e,x,g,t,n,c,b,w,t,b,s,s,g,p,p,n,v,d
e,f,g,t,n,c,b,p,t,b,s,s,p,w,p,k,v,d
e,x,n,t,n,c,b,w,t,b,s,s,g,w,p,k,v,d
e,f,e,t,n,c,b,n,t,b,s,s,w,p,p,k,v,d
e,x,w,f,n,w,b,h,t,e,f,s,w,w,e,n,a,g
e,x,e,t,n,c,b,w,t,b,s,s,w,g,p,n,v,d
e,x,n,t,n,c,b,p,t,b,s,s,w,p,p,k,v,d
e,x,g,t,n,c,b,u,t,b,s,s,w,w,p,k,y,d
e,x,n,t,n,c,b,n,t,b,s,s,p,w,p,n,y,d
e,x,y,t,a,w,n,w,t,b,s,s,w,w,p,n,v,d
e,x,e,t,n,c,b,w,t,b,s,s,g,g,p,n,v,d
p,f,w,t,p,c,n,w,e,e,s,s,w,w,p,n,v,g
e,x,w,f,n,w,b,h,t,e,f,f,w,w,e,k,s,g
e,x,e,t,n,c,b,u,t,b,s,s,g,g,p,n,y,d
e,x,n,t,n,c,b,w,t,b,s,s,p,p,p,k,v,d
e,x,w,f,n,w,b,h,t,e,f,s,w,w,e,k,a,g
e,x,g,t,n,c,b,w,t,b,s,s,p,w,p,n,y,d
e,x,g,f,n,w,b,n,t,e,s,s,w,w,e,n,s,g
e,x,e,t,n,c,b,w,t,b,s,s,p,g,p,n,y,d
e,x,n,t,n,c,b,u,t,b,s,s,p,w,p,n,v,d
e,x,w,f,n,w,b,p,t,e,f,s,w,w,e,k,a,g
e,x,n,f,n,w,b,n,t,e,s,f,w,w,e,k,a,g
e,x,w,f,n,w,b,n,t,e,s,s,w,w,e,k,s,g
e,x,n,f,n,w,b,n,t,e,s,f,w,w,e,k,s,g
e,f,e,t,n,c,b,n,t,b,s,s,p,g,p,n,y,d
e,f,w,f,n,w,b,n,t,e,s,f,w,w,e,k,a,g
e,f,g,f,n,w,b,k,t,e,s,s,w,w,e,k,a,g
e,x,e,t,n,c,b,w,t,b,s,s,g,g,p,n,v,d
e,x,e,t,n,c,b,p,t,b,s,s,p,w,p,n,y,d
e,x,g,t,n,c,b,u,t,b,s,s,w,w,p,n,v,d
e,x,e,t,n,c,b,p,t,b,s,s,w,g,p,k,y,d
e,f,n,f,n,w,b,h,t,e,s,s,w,w,e,n,s,g
e,x,w,f,n,w,b,n,t,e,s,s,w,w,e,k,a,g
e,x,w,f,n,w,b,h,t,e,s,f,w,w,e,k,a,g
e,x,w,f,n,w,b,k,t,e,s,s,w,w,e,n,a,g
e,x,e,t,n,c,b,u,t,b,s,s,g,p,p,n,v,d
e,x,n,t,n,c,b,u,t,b,s,s,g,g,p,n,y,d
e,f,n,t,n,c,b,w,t,b,s,s,g,p,p,k,v,d
e,f,w,t,l,w,n,p,t,b,s,s,w,w,p,n,v,d
e,f,w,f,n,w,b,k,t,e,f,f,w,w,e,k,a,g
p,f,w,t,p,c,n,n,e,e,s,s,w,w,p,k,s,g
e,f,g,t,n,c,b,n,t,b,s,s,g,g,p,k,v,d
e,x,n,t,n,c,b,w,t,b,s,s,w,g,p,n,v,d
e,x,w,f,n,w,b,k,t,e,f,f,w,w,e,n,a,g
e,x,w,f,n,w,b,h,t,e,f,f,w,w,e,n,a,g
e,x,n,f,n,w,b,h,t,e,s,s,w,w,e,n,a,g
e,x,n,f,n,w,b,n,t,e,s,s,w,w,e,n,a,g
e,x,g,f,n,w,b,h,t,e,s,s,w,w,e,n,a,g
e,x,n,t,n,c,b,w,t,b,s,s,g,g,p,n,v,d
e,x,n,t,n,c,b,u,t,b,s,s,p,p,p,n,y,d
e,f,g,f,n,w,b,k,t,e,f,f,w,w,e,n,s,g
e,f,n,f,n,w,b,n,t,e,f,f,w,w,e,k,a,g
e,x,g,f,n,w,b,p,t,e,f,s,w,w,e,n,s,g
e,f,g,t,n,c,b,n,t,b,s,s,p,w,p,k,y,d
e,x,w,f,n,w,b,h,t,e,f,f,w,w,e,n,a,g
e,f,n,f,n,w,b,k,t,e,s,f,w,w,e,n,a,g
e,f,w,f,n,w,b,h,t,e,f,s,w,w,e,k,s,g
e,x,g,f,n,w,b,k,t,e,s,s,w,w,e,n,s,g
e,f,n,f,n,w,b,k,t,e,s,s,w,w,e,n,a,g
e,f,n,f,n,w,b,p,t,e,f,f,w,w,e,k,a,g
e,x,n,t,n,c,b,w,t,b,s,s,w,p,p,n,v,d
e,f,g,f,n,w,b,h,t,e,s,f,w,w,e,k,a,g
e,f,w,f,n,w,b,n,t,e,f,f,w,w,e,n,s,g
e,x,e,t,n,c,b,p,t,b,s,s,g,w,p,k,v,d
e,x,g,t,n,c,b,u,t,b,s,s,g,g,p,k,v,d
e,x,e,t,n,c,b,n,t,b,s,s,g,p,p,k,v,d
e,x,g,f,n,w,b,h,t,e,s,s,w,w,e,k,s,g
e,f,g,f,n,w,b,p,t,e,f,s,w,w,e,n,a,g
e,f,y,t,l,c,b,p,e,r,s,y,w,w,p,n,y,g
p,f,w,t,p,c,n,w,e,e,s,s,w,w,p,k,v,u
e,f,n,f,n,w,b,h,t,e,f,f,w,w,e,k,a,g
e,f,n,f,n,w,b,k,t,e,s,f,w,w,e,k,s,g
e,f,n,t,n,c,b,p,t,b,s,s,g,w,p,k,v,d
e,x,e,t,n,c,b,u,t,b,s,s,g,w,p,k,y,d
e,f,g,f,n,w,b,p,t,e,s,s,w,w,e,n,a,g
e,x,n,f,n,w,b,n,t,e,f,s,w,w,e,k,s,g
e,x,g,f,n,w,b,h,t,e,f,f,w,w,e,n,s,g
e,x,e,t,n,c,b,w,t,b,s,s,g,w,p,n,v,d
e,f,n,t,n,c,b,w,t,b,s,s,g,w,p,k,v,d
e,x,n,f,n,w,b,p,t,e,s,f,w,w,e,k,s,g
e,x,n,f,n,w,b,p,t,e,s,f,w,w,e,k,a,g
e,f,w,f,n,w,b,h,t,e,s,f,w,w,e,k,s,g
e,f,g,f,n,w,b,p,t,e,s,s,w,w,e,k,s,g
p,f,w,t,p,c,n,w,e,e,s,s,w,w,p,k,s,u
e,b,w,t,a,c,b,k,e,c,s,s,w,w,p,n,s,g
e,x,n,t,n,c,b,w,t,b,s,s,g,w,p,n,v,d
e,f,g,f,n,w,b,k,t,e,f,f,w,w,e,k,a,g
e,x,n,f,n,w,b,k,t,e,f,s,w,w,e,n,s,g
e,x,n,f,n,w,b,k,t,e,s,f,w,w,e,n,s,g
e,f,w,t,l,w,n,n,t,b,s,s,w,w,p,u,v,d
e,x,w,f,n,w,b,h,t,e,s,s,w,w,e,n,a,g
e,x,w,f,n,w,b,h,t,e,f,s,w,w,e,k,a,g
e,x,g,f,n,w,b,k,t,e,f,s,w,w,e,k,s,g
e,x,e,t,n,c,b,p,t,b,s,s,w,p,p,k,v,d
e,f,n,t,n,c,b,n,t,b,s,s,g,p,p,k,v,d
e,x,n,t,n,c,b,n,t,b,s,s,w,w,p,k,v,d
e,f,w,f,n,w,b,k,t,e,s,s,w,w,e,k,s,g
e,f,n,f,n,w,b,n,t,e,f,s,w,w,e,n,s,g
p,f,w,t,p,c,n,k,e,e,s,s,w,w,p,n,v,u
e,f,n,f,n,w,b,p,t,e,f,f,w,w,e,n,s,g
e,x,g,t,n,c,b,w,t,b,s,s,g,g,p,n,y,d
e,x,g,t,n,c,b,n,t,b,s,s,g,g,p,n,v,d
e,x,g,f,n,w,b,p,t,e,s,s,w,w,e,n,a,g
e,x,g,t,n,c,b,w,t,b,s,s,p,p,p,n,v,d
e,x,e,t,n,c,b,u,t,b,s,s,p,p,p,n,v,d
e,x,g,t,n,c,b,p,t,b,s,s,g,p,p,k,y,d
e,x,g,t,n,c,b,u,t,b,s,s,p,w,p,n,v,d
e,x,n,t,n,c,b,p,t,b,s,s,p,g,p,k,v,d
p,x,w,t,p,c,n,p,e,e,s,s,w,w,p,k,v,g
e,x,n,f,n,w,b,k,t,e,s,s,w,w,e,k,s,g
e,x,n,t,n,c,b,w,t,b,s,s,p,p,p,n,v,d
e,x,g,t,n,c,b,p,t,b,s,s,w,g,p,n,y,d
p,f,n,t,p,c,n,w,e,e,s,s,w,w,p,n,s,g
e,x,g,t,n,c,b,u,t,b,s,s,w,g,p,k,y,d
e,x,g,f,n,w,b,h,t,e,s,f,w,w,e,k,s,g
e,x,e,t,n,c,b,u,t,b,s,s,g,g,p,k,v,d
e,f,n,f,n,w,b,k,t,e,f,s,w,w,e,n,s,g
e,f,w,f,n,w,b,h,t,e,f,f,w,w,e,n,a,g
e,f,n,f,n,w,b,p,t,e,s,s,w,w,e,k,s,g
e,x,e,t,n,c,b,w,t,b,s,s,w,g,p,n,v,d
e,f,n,f,n,w,b,k,t,e,f,f,w,w,e,k,s,g
e,f,n,t,n,c,b,n,t,b,s,s,p,p,p,n,v,d
e,f,w,f,n,w,b,h,t,e,s,s,w,w,e,k,s,g
e,x,n,f,n,w,b,k,t,e,f,f,w,w,e,k,a,g
e,f,n,f,n,w,b,h,t,e,s,f,w,w,e,n,s,g
p,x,n,t,p,c,n,w,e,e,s,s,w,w,p,k,v,u
e,x,n,t,n,c,b,p,t,b,s,s,w,w,p,k,y,d
e,f,n,f,n,w,b,k,t,e,f,s,w,w,e,n,s,g
p,f,w,t,p,c,n,n,e,e,s,s,w,w,p,n,s,g
e,x,n,t,n,c,b,n,t,b,s,s,p,g,p,n,v,d
e,x,g,t,n,c,b,u,t,b,s,s,w,p,p,n,y,d
e,f,n,f,n,w,b,p,t,e,f,f,w,w,e,n,a,g
e,x,e,t,n,c,b,p,t,b,s,s,g,g,p,k,v,d
e,f,w,f,n,w,b,p,t,e,s,s,w,w,e,n,s,g
e,x,w,f,n,w,b,h,t,e,f,f,w,w,e,k,s,g
e,x,w,t,l,c,b,k,e,c,s,s,w,w,p,k,n,m
e,x,w,f,n,w,b,p,t,e,f,s,w,w,e,n,s,g
e,x,g,t,n,c,b,u,t,b,s,s,p,g,p,n,v,d
e,x,g,t,n,c,b,n,t,b,s,s,g,w,p,k,y,d
e,x,g,f,n,w,b,n,t,e,f,s,w,w,e,n,a,g
p,f,w,t,p,c,n,n,e,e,s,s,w,w,p,n,s,u
e,x,e,t,n,c,b,w,t,b,s,s,w,p,p,n,v,d
p,f,n,t,p,c,n,n,e,e,s,s,w,w,p,k,s,u
p,f,n,t,p,c,n,w,e,e,s,s,w,w,p,n,v,g
e,x,g,t,n,c,b,p,t,b,s,s,p,p,p,n,v,d
e,f,n,f,n,w,b,h,t,e,s,f,w,w,e,n,a,g
e,x,g,t,n,c,b,p,t,b,s,s,g,w,p,n,y,d
e,x,n,f,n,w,b,h,t,e,s,f,w,w,e,k,a,g
e,x,n,t,n,c,b,w,t,b,s,s,p,g,p,n,y,d
e,f,n,f,n,w,b,p,t,e,f,s,w,w,e,n,s,g
e,f,n,f,n,w,b,p,t,e,s,f,w,w,e,k,a,g
e,x,n,f,n,w,b,k,t,e,f,f,w,w,e,k,a,g
e,x,n,f,n,w,b,k,t,e,s,f,w,w,e,k,s,g
e,x,n,t,n,c,b,w,t,b,s,s,g,g,p,n,v,d
e,x,e,t,n,c,b,u,t,b,s,s,g,w,p,n,v,d
e,f,n,f,n,w,b,k,t,e,f,f,w,w,e,k,a,g
e,x,n,t,n,c,b,w,t,b,s,s,g,g,p,k,y,d
p,f,w,t,p,c,n,w,e,e,s,s,w,w,p,n,v,u
e,x,y,t,l,c,b,n,e,r,s,y,w,w,p,n,s,g
p,f,n,t,p,c,n,p,e,e,s,s,w,w,p,k,s,g
e,f,w,f,n,w,b,h,t,e,f,s,w,w,e,n,s,g
e,f,n,f,n,w,b,n,t,e,f,f,w,w,e,k,a,g
p,f,n,t,p,c,n,w,e,e,s,s,w,w,p,n,v,g
e,x,n,f,n,w,b,k,t,e,f,f,w,w,e,n,a,g
e,x,n,f,n,w,b,n,t,e,s,f,w,w,e,k,s,g
e,x,e,t,n,c,b,u,t,b,s,s,g,w,p,k,v,d
e,f,n,f,n,w,b,k,t,e,s,s,w,w,e,k,a,g
e,x,w,f,n,w,b,k,t,e,s,s,w,w,e,n,s,g
e,f,g,f,n,w,b,p,t,e,f,s,w,w,e,n,a,g
e,f,w,f,n,w,b,h,t,e,f,s,w,w,e,k,s,g
e,f,y,t,a,w,n,n,t,b,s,s,w,w,p,n,v,d
e,f,w,t,a,w,n,n,t,b,s,s,w,w,p,n,v,d
e,f,n,f,n,w,b,p,t,e,s,f,w,w,e,n,a,g
e,x,n,t,n,c,b,u,t,b,s,s,w,w,p,n,y,d
e,x,g,t,n,c,b,n,t,b,s,s,g,p,p,k,y,d
e,x,n,t,n,c,b,u,t,b,s,s,w,g,p,n,y,d
e,x,n,f,n,w,b,k,t,e,s,f,w,w,e,k,s,g
e,x,g,t,n,c,b,u,t,b,s,s,w,w,p,n,y,d
e,x,n,t,n,c,b,n,t,b,s,s,p,p,p,k,v,d
e,x,g,f,n,w,b,p,t,e,f,s,w,w,e,k,a,g
e,x,n,t,n,c,b,n,t,b,s,s,w,p,p,n,v,d
e,x,n,f,n,w,b,h,t,e,f,f,w,w,e,k,a,g
e,b,w,t,l,c,b,k,e,c,s,s,w,w,p,k,s,m
e,x,e,t,n,c,b,u,t,b,s,s,w,p,p,k,v,d
e,f,n,f,n,w,b,h,t,e,s,f,w,w,e,n,s,g
e,x,e,t,n,c,b,w,t,b,s,s,p,p,p,k,y,d
e,f,n,t,n,c,b,p,t,b,s,s,g,g,p,k,y,d
e,x,g,t,n,c,b,u,t,b,s,s,p,g,p,k,v,d
e,x,g,f,n,w,b,p,t,e,s,s,w,w,e,n,a,g
e,x,n,f,n,w,b,k,t,e,f,s,w,w,e,k,s,g
e,x,g,f,n,w,b,p,t,e,f,f,w,w,e,n,a,g
e,x,g,f,n,w,b,n,t,e,s,s,w,w,e,k,a,g
e,x,e,t,n,c,b,w,t,b,s,s,w,p,p,k,y,d
e,f,g,t,n,c,b,w,t,b,s,s,p,w,p,n,y,d
e,f,n,t,n,c,b,n,t,b,s,s,p,w,p,k,y,d
e,x,n,f,n,w,b,k,t,e,f,f,w,w,e,n,s,g
e,f,n,f,n,w,b,n,t,e,s,f,w,w,e,n,s,g
e,x,w,f,n,w,b,n,t,e,s,s,w,w,e,k,s,g
e,x,y,t,a,c,b,p,e,r,s,y,w,w,p,n,s,p
e,x,e,t,n,c,b,u,t,b,s,s,w,p,p,n,v,d
e,x,n,f,n,w,b,h,t,e,f,s,w,w,e,k,s,g
e,x,n,t,n,c,b,p,t,b,s,s,w,g,p,k,v,d
e,f,g,t,n,c,b,n,t,b,s,s,w,p,p,n,y,d
e,x,w,f,n,w,b,k,t,e,f,s,w,w,e,n,a,g
e,x,w,t,a,c,b,k,e,c,s,s,w,w,p,k,s,m
e,x,n,f,n,w,b,p,t,e,s,s,w,w,e,n,s,g
e,f,w,f,n,w,b,p,t,e,s,s,w,w,e,n,a,g
e,f,n,t,n,c,b,u,t,b,s,s,g,w,p,n,v,d
e,f,w,f,n,w,b,k,t,e,f,f,w,w,e,k,s,g
e,x,g,t,n,c,b,u,t,b,s,s,g,p,p,n,v,d
e,x,n,t,n,c,b,p,t,b,s,s,w,g,p,n,y,d
e,x,w,f,n,w,b,p,t,e,s,f,w,w,e,n,a,g
e,x,w,t,a,c,b,n,e,c,s,s,w,w,p,k,n,m
e,f,g,f,n,w,b,n,t,e,f,s,w,w,e,n,s,g
p,f,n,t,p,c,n,n,e,e,s,s,w,w,p,n,v,g
e,f,g,f,n,w,b,p,t,e,f,s,w,w,e,n,s,g
e,x,n,t,n,c,b,n,t,b,s,s,p,w,p,n,v,d
e,x,w,f,n,w,b,n,t,e,s,f,w,w,e,n,s,g
e,x,n,t,n,c,b,u,t,b,s,s,p,w,p,k,v,d
e,x,e,t,n,c,b,p,t,b,s,s,p,p,p,n,v,d
p,f,n,t,p,c,n,n,e,e,s,s,w,w,p,k,v,u
e,f,g,f,n,w,b,p,t,e,s,s,w,w,e,n,a,g
e,x,g,t,n,c,b,n,t,b,s,s,w,g,p,k,y,d
e,f,g,t,n,c,b,n,t,b,s,s,g,p,p,k,y,d
e,x,g,t,n,c,b,n,t,b,s,s,w,g,p,k,v,d
e,x,g,t,n,c,b,w,t,b,s,s,p,p,p,n,y,d
e,x,n,t,n,c,b,u,t,b,s,s,p,g,p,k,y,d
p,x,w,t,p,c,n,p,e,e,s,s,w,w,p,n,v,u
e,x,y,t,l,c,b,k,e,c,s,s,w,w,p,k,n,m
e,x,n,t,n,c,b,n,t,b,s,s,p,p,p,n,v,d
e,f,n,t,n,c,b,w,t,b,s,s,w,w,p,n,y,d
e,x,g,f,n,w,b,n,t,e,f,f,w,w,e,n,s,g
e,x,e,t,n,c,b,u,t,b,s,s,w,p,p,n,y,d
e,x,g,f,n,w,b,k,t,e,f,s,w,w,e,n,s,g
e,f,w,f,n,w,b,p,t,e,f,s,w,w,e,n,s,g
e,x,n,t,n,c,b,n,t,b,s,s,g,g,p,n,v,d
e,f,n,t,n,c,b,u,t,b,s,s,w,p,p,n,v,d
e,f,g,f,n,w,b,n,t,e,s,f,w,w,e,k,s,g
e,f,g,f,n,w,b,n,t,e,s,s,w,w,e,k,s,g
e,f,n,f,n,w,b,h,t,e,f,f,w,w,e,n,s,g
e,x,g,t,n,c,b,p,t,b,s,s,g,w,p,k,y,d
e,x,e,t,n,c,b,n,t,b,s,s,p,g,p,n,y,d
p,f,n,t,p,c,n,p,e,e,s,s,w,w,p,k,s,u
e,x,g,t,n,c,b,p,t,b,s,s,g,g,p,k,v,d
e,x,w,f,n,w,b,k,t,e,s,f,w,w,e,n,a,g
e,b,w,t,a,c,b,g,e,c,s,s,w,w,p,n,s,m
e,x,w,f,n,w,b,h,t,e,f,f,w,w,e,n,s,g
e,f,n,f,n,w,b,k,t,e,f,f,w,w,e,k,s,g
e,x,g,t,n,c,b,p,t,b,s,s,g,w,p,k,y,d
e,f,g,t,n,c,b,n,t,b,s,s,w,w,p,n,v,d
e,x,g,f,n,w,b,p,t,e,f,s,w,w,e,k,s,g
p,x,w,t,p,c,n,n,e,e,s,s,w,w,p,k,s,g
e,x,n,f,n,w,b,k,t,e,s,s,w,w,e,n,a,g
e,x,g,t,n,c,b,p,t,b,s,s,w,g,p,k,y,d
e,f,g,t,n,c,b,p,t,b,s,s,w,w,p,n,v,d
e,x,n,t,n,c,b,w,t,b,s,s,p,w,p,n,v,d
e,x,e,t,n,c,b,p,t,b,s,s,p,g,p,n,y,d
e,f,n,t,n,c,b,w,t,b,s,s,g,p,p,n,y,d
e,x,e,t,n,c,b,u,t,b,s,s,g,g,p,k,y,d
e,f,n,t,n,c,b,p,t,b,s,s,w,w,p,n,v,d
e,x,e,t,n,c,b,u,t,b,s,s,p,p,p,k,y,d
e,x,g,t,n,c,b,w,t,b,s,s,p,w,p,k,v,d
e,f,g,t,n,c,b,p,t,b,s,s,w,w,p,k,v,d
e,x,e,t,n,c,b,w,t,b,s,s,g,w,p,k,v,d
e,x,e,t,n,c,b,u,t,b,s,s,g,p,p,n,v,d
p,x,w,t,p,c,n,w,e,e,s,s,w,w,p,n,v,g
e,x,e,t,n,c,b,n,t,b,s,s,p,g,p,n,v,d
e,x,g,t,n,c,b,p,t,b,s,s,w,w,p,k,v,d
e,x,n,t,n,c,b,p,t,b,s,s,g,g,p,n,y,d
e,x,e,t,n,c,b,w,t,b,s,s,w,g,p,k,y,d
e,x,g,t,n,c,b,n,t,b,s,s,g,p,p,k,v,d
e,x,g,t,n,c,b,n,t,b,s,s,p,p,p,k,v,d
e,x,g,t,n,c,b,u,t,b,s,s,g,w,p,k,v,d
e,x,e,t,n,c,b,p,t,b,s,s,w,w,p,n,y,d
e,f,e,t,n,c,b,n,t,b,s,s,w,w,p,n,y,d
e,f,n,t,n,c,b,p,t,b,s,s,g,p,p,k,v,d
e,x,n,t,n,c,b,u,t,b,s,s,w,p,p,k,v,d
e,f,g,t,n,c,b,w,t,b,s,s,p,p,p,k,v,d
e,x,e,t,n,c,b,u,t,b,s,s,p,g,p,n,v,d
e,x,g,t,n,c,b,p,t,b,s,s,g,g,p,n,y,d
e,x,g,t,n,c,b,n,t,b,s,s,w,p,p,k,v,d
p,x,g,f,f,c,b,p,e,b,k,k,b,b,l,h,y,g
p,f,w,t,p,c,n,p,e,e,s,s,w,w,p,k,s,g
e,x,e,t,n,c,b,n,t,b,s,s,p,w,p,k,v,d
e,x,w,f,n,w,b,h,t,e,s,s,w,w,e,n,s,g
e,x,n,t,n,c,b,u,t,b,s,s,g,w,p,n,v,d
e,f,n,t,n,c,b,n,t,b,s,s,g,w,p,n,y,d
e,x,n,t,n,c,b,w,t,b,s,s,p,g,p,n,v,d
e,x,g,t,n,c,b,u,t,b,s,s,p,w,p,n,y,d
e,x,g,t,n,c,b,w,t,b,s,s,g,w,p,n,v,d
e,x,e,t,n,c,b,u,t,b,s,s,w,p,p,k,v,d
e,x,n,t,n,c,b,n,t,b,s,s,w,g,p,n,y,d
e,x,g,t,n,c,b,w,t,b,s,s,p,g,p,k,y,d
e,x,e,t,n,c,b,w,t,b,s,s,p,w,p,k,v,d
e,x,e,t,n,c,b,u,t,b,s,s,w,g,p,k,v,d
e,x,n,t,n,c,b,p,t,b,s,s,p,w,p,n,y,d
e,x,e,t,n,c,b,n,t,b,s,s,w,w,p,k,y,d
e,f,n,t,n,c,b,p,t,b,s,s,w,g,p,n,v,d
e,f,n,t,n,c,b,n,t,b,s,s,p,w,p,k,v,d
e,x,n,t,n,c,b,n,t,b,s,s,g,g,p,n,v,d
p,f,n,t,p,c,n,n,e,e,s,s,w,w,p,n,v,u
e,f,e,t,n,c,b,u,t,b,s,s,w,w,p,n,y,d
p,x,w,t,p,c,n,w,e,e,s,s,w,w,p,k,s,g
e,x,e,t,n,c,b,u,t,b,s,s,g,p,p,k,y,d
e,f,n,t,n,c,b,p,t,b,s,s,g,g,p,k,y,d
e,x,n,t,n,c,b,u,t,b,s,s,p,g,p,n,v,d
e,f,e,t,n,c,b,p,t,b,s,s,w,g,p,n,v,d
e,x,e,t,n,c,b,n,t,b,s,s,w,g,p,n,y,d
e,x,g,t,n,c,b,p,t,b,s,s,g,p,p,n,v,d
e,x,n,t,n,c,b,n,t,b,s,s,p,g,p,n,y,d
e,f,n,t,n,c,b,u,t,b,s,s,w,g,p,n,v,d
e,f,n,t,n,c,b,w,t,b,s,s,p,p,p,n,y,d
e,x,e,t,n,c,b,u,t,b,s,s,w,g,p,k,v,d
e,x,n,t,n,c,b,u,t,b,s,s,w,g,p,k,y,d
e,x,e,t,n,c,b,p,t,b,s,s,g,w,p,n,y,d
e,f,g,t,n,c,b,p,t,b,s,s,g,p,p,k,v,d
e,x,n,t,n,c,b,u,t,b,s,s,w,p,p,k,y,d
e,f,n,t,n,c,b,u,t,b,s,s,w,p,p,n,y,d
e,x,e,t,n,c,b,n,t,b,s,s,w,p,p,n,y,d
e,x,e,t,n,c,b,w,t,b,s,s,p,w,p,n,y,d
e,x,g,t,n,c,b,p,t,b,s,s,p,g,p,k,y,d
e,x,g,t,n,c,b,n,t,b,s,s,g,g,p,k,y,d
e,x,e,t,n,c,b,p,t,b,s,s,p,g,p,n,v,d
e,x,g,t,n,c,b,p,t,b,s,s,g,p,p,k,v,d
e,x,g,t,n,c,b,n,t,b,s,s,g,g,p,n,v,d
e,f,g,t,n,c,b,n,t,b,s,s,g,g,p,n,v,d
e,x,g,t,n,c,b,n,t,b,s,s,g,w,p,k,v,d
e,x,e,t,n,c,b,n,t,b,s,s,w,g,p,n,y,d
e,f,n,t,n,c,b,p,t,b,s,s,w,p,p,k,v,d
e,f,n,t,n,c,b,w,t,b,s,s,g,w,p,k,y,d
e,x,e,t,n,c,b,p,t,b,s,s,w,w,p,n,v,d
p,x,g,f,f,c,b,p,e,b,k,k,n,p,l,h,y,d
e,x,g,t,n,c,b,u,t,b,s,s,p,w,p,k,y,d
e,x,e,t,n,c,b,w,t,b,s,s,p,g,p,n,y,d
e,x,n,t,n,c,b,u,t,b,s,s,g,p,p,n,v,d
e,f,n,t,n,c,b,p,t,b,s,s,g,w,p,n,y,d
e,x,e,t,n,c,b,w,t,b,s,s,g,p,p,k,v,d
e,f,n,t,n,c,b,p,t,b,s,s,g,g,p,k,v,d
e,f,n,t,n,c,b,p,t,b,s,s,w,g,p,k,y,d
e,f,g,t,n,c,b,p,t,b,s,s,w,p,p,k,y,d
e,x,e,t,n,c,b,n,t,b,s,s,p,w,p,k,y,d
e,x,g,t,n,c,b,w,t,b,s,s,g,p,p,k,v,d
e,x,g,t,n,c,b,u,t,b,s,s,g,w,p,n,v,d
e,x,n,t,n,c,b,u,t,b,s,s,p,w,p,k,v,d
e,x,g,t,n,c,b,w,t,b,s,s,w,g,p,k,y,d
e,x,g,f,n,w,b,k,t,e,s,s,w,w,e,n,s,g
e,x,e,t,n,c,b,u,t,b,s,s,p,g,p,k,y,d
e,f,g,t,n,c,b,p,t,b,s,s,p,g,p,k,y,d
e,x,e,t,n,c,b,n,t,b,s,s,g,w,p,n,v,d
e,f,g,t,n,c,b,n,t,b,s,s,g,p,p,k,v,d
e,x,g,t,n,c,b,u,t,b,s,s,w,p,p,k,y,d
e,x,g,t,n,c,b,n,t,b,s,s,p,p,p,n,v,d
e,f,g,t,n,c,b,p,t,b,s,s,w,p,p,n,y,d
e,x,w,f,n,w,b,p,t,e,s,f,w,w,e,n,a,g
e,x,n,t,n,c,b,w,t,b,s,s,g,w,p,n,y,d
e,f,n,t,n,c,b,w,t,b,s,s,p,p,p,k,v,d
e,f,g,t,n,c,b,p,t,b,s,s,g,g,p,k,y,d
